ticker,sector,industry
BRKR,Healthcare,Medical Devices
EMN,Basic Materials,Specialty Chemicals
LSXMB,Communication Services,Broadcasting
KEP,Utilities,Utilities—Regulated Electric
HSIC,Healthcare,Medical Distribution
TTC,Industrials,Tools & Accessories
KNX,Industrials,Trucking
SCI,Consumer Cyclical,Personal Services
WTRG,Utilities,Utilities—Regulated Water
AAL,Industrials,Airlines
QGEN,Healthcare,Diagnostics & Research
EWBC,Financial Services,Banks—Diversified
WSC,Industrials,Rental & Leasing Services
CVNA,Consumer Cyclical,Auto & Truck Dealerships
WCC,Industrials,Industrial Distribution
RL,Consumer Cyclical,Apparel Manufacturing
CLH,Industrials,Waste Management
HOOD,Financial Services,Capital Markets
MTCH,Communication Services,Internet Content & Information
BIO,Healthcare,Medical Devices
MEDP,Healthcare,Diagnostics & Research
KNSL,Financial Services,Insurance—Property & Casualty
PCTY,Technology,Software—Application
GWRE,Technology,Software—Application
ASR,Industrials,Airports & Air Services
COHR,Technology,Scientific & Technical Instruments
RRX,Industrials,Specialty Industrial Machinery
NLY,Real Estate,REIT—Mortgage
TTEK,Industrials,Engineering & Construction
CZR,Consumer Cyclical,Resorts & Casinos
STN,Industrials,Engineering & Construction
TPR,Consumer Cyclical,Luxury Goods
APA,Energy,Oil & Gas E&P
ELF,Consumer Defensive,Household & Personal Products
RGA,Financial Services,Insurance—Reinsurance
NIO,Consumer Cyclical,Auto Manufacturers
UNM,Financial Services,Insurance—Life
AIZ,Financial Services,Insurance—Specialty
ALV,Consumer Cyclical,Auto Parts
ESLT,Industrials,Aerospace & Defense
CHDN,Consumer Cyclical,Gambling
CCK,Consumer Cyclical,Packaging & Containers
STVN,Healthcare,Medical Instruments & Supplies
THC,Healthcare,Medical Care Facilities
CHE,Healthcare,Medical Care Facilities
LSCC,Technology,Semiconductors
SNX,Technology,Electronics & Computer Distribution
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AGCO,Industrials,Farm & Heavy Construction Machinery
TIMB,Communication Services,Telecom Services
TXRH,Consumer Cyclical,Restaurants
VIPS,Consumer Cyclical,Internet Retail
LBRDK,Communication Services,Telecom Services
ONON,Consumer Cyclical,Footwear & Accessories
ETSY,Consumer Cyclical,Internet Retail
SKX,Consumer Cyclical,Footwear & Accessories
BJ,Consumer Defensive,Discount Stores
SEIC,Financial Services,Asset Management
CW,Industrials,Aerospace & Defense
SWAV,Healthcare,Medical Devices
PARA,Communication Services,Entertainment
BSAC,Financial Services,Banks—Regional
BIRK,Consumer Cyclical,Footwear & Accessories
WEX,Technology,Software—Infrastructure
ATR,Healthcare,Medical Instruments & Supplies
HLI,Financial Services,Capital Markets
WING,Consumer Cyclical,Restaurants
CHRW,Industrials,Integrated Freight & Logistics
APPF,Technology,Software—Application
JEF,Financial Services,Capital Markets
CNM,Industrials,Industrial Distribution
MSTR,Technology,Software—Application
MKTX,Financial Services,Capital Markets
APG,Industrials,Engineering & Construction
S,Technology,Software—Infrastructure
RHI,Industrials,Staffing & Employment Services
MTN,Consumer Cyclical,Resorts & Casinos
PAC,Industrials,Airports & Air Services
EGP,Real Estate,REIT—Industrial
SKM,Communication Services,Telecom Services
NTRA,Healthcare,Diagnostics & Research
ROIV,Healthcare,Biotechnology
COKE,Consumer Defensive,Beverages—Non-Alcoholic
PSO,Communication Services,Publishing
WBS,Financial Services,Banks—Regional
FIX,Industrials,Engineering & Construction
OLED,Technology,Electronic Components
FTI,Energy,Oil & Gas Equipment & Services
WWD,Industrials,Aerospace & Defense
FRT,Real Estate,REIT—Retail
EXP,Basic Materials,Building Materials
IMGN,Healthcare,Biotechnology
PRI,Financial Services,Insurance—Life
JLL,Real Estate,Real Estate Services
CIB,Financial Services,Banks—Regional
GNTX,Consumer Cyclical,Auto Parts
CIEN,Technology,Communication Equipment
LAD,Consumer Cyclical,Auto & Truck Dealerships
DCI,Industrials,Specialty Industrial Machinery
WF,Financial Services,Banks—Regional
NXT,Technology,Solar
RBC,Industrials,Tools & Accessories
BILL,Technology,Software—Application
BWA,Consumer Cyclical,Auto Parts
ASND,Healthcare,Biotechnology
APLS,Healthcare,Biotechnology
PCVX,Healthcare,Biotechnology
ELAN,Healthcare,Drug Manufacturers—Specialty & Generic
CACI,Technology,Information Technology Services
COLD,Real Estate,REIT—Industrial
SSD,Basic Materials,Lumber & Wood Production
MUSA,Consumer Cyclical,Specialty Retail
GNRC,Industrials,Specialty Industrial Machinery
LCID,Consumer Cyclical,Auto Manufacturers
JAZZ,Healthcare,Biotechnology
ONTO,Technology,Semiconductor Equipment & Materials
LBTYK,Communication Services,Telecom Services
ORI,Financial Services,Insurance—Diversified
LEA,Consumer Cyclical,Auto Parts
UI,Technology,Communication Equipment
BWXT,Industrials,Aerospace & Defense
MIDD,Industrials,Specialty Industrial Machinery
GGB,Basic Materials,Steel
BRBR,Consumer Defensive,Packaged Foods
IEP,Energy,Oil & Gas Refining & Marketing
DUOL,Technology,Software—Application
PNW,Utilities,Utilities—Regulated Electric
FHN,Financial Services,Banks—Regional
CYTK,Healthcare,Biotechnology
SF,Financial Services,Capital Markets
ARMK,Industrials,Specialty Business Services
WIX,Technology,Software—Infrastructure
GPK,Consumer Cyclical,Packaging & Containers
LNW,Consumer Cyclical,Gambling
CERE,Healthcare,Biotechnology
DLB,Industrials,Specialty Business Services
TX,Basic Materials,Steel
AU,Basic Materials,Gold
DSGX,Technology,Software—Application
CFLT,Technology,Software—Infrastructure
HESM,Energy,Oil & Gas Midstream
NCLH,Consumer Cyclical,Travel Services
RGLD,Basic Materials,Gold
SOFI,Financial Services,Credit Services
OSK,Industrials,Farm & Heavy Construction Machinery
GPS,Consumer Cyclical,Apparel Retail
CHWY,Consumer Cyclical,Internet Retail
FSV,Real Estate,Real Estate Services
ACHC,Healthcare,Medical Care Facilities
NNN,Real Estate,REIT—Retail
AYI,Industrials,Electrical Equipment & Parts
AMKR,Technology,Semiconductor Equipment & Materials
NYT,Communication Services,Publishing
AS,Consumer Cyclical,Leisure
XPEV,Consumer Cyclical,Auto Manufacturers
GMED,Healthcare,Medical Devices
ALTR,Technology,Software—Infrastructure
EHC,Healthcare,Medical Care Facilities
MKSI,Technology,Scientific & Technical Instruments
UFPI,Basic Materials,Lumber & Wood Production
BEP,Utilities,Utilities—Renewable
VOYA,Financial Services,Financial Conglomerates
INGR,Consumer Defensive,Packaged Foods
KBR,Industrials,Engineering & Construction
XRAY,Healthcare,Medical Instruments & Supplies
AXTA,Basic Materials,Specialty Chemicals
MASI,Healthcare,Medical Devices
IVZ,Financial Services,Asset Management
PVH,Consumer Cyclical,Apparel Manufacturing
SITE,Industrials,Industrial Distribution
CR,Industrials,Specialty Industrial Machinery
KVYO,Technology,Software—Infrastructure
DV,Technology,Software—Application
FR,Real Estate,REIT—Industrial
TAL,Consumer Defensive,Education & Training Services
IONS,Healthcare,Biotechnology
AIT,Industrials,Industrial Distribution
SWN,Energy,Oil & Gas E&P
KT,Communication Services,Telecom Services
CSAN,Energy,Oil & Gas Refining & Marketing
CACC,Financial Services,Credit Services
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FN,Technology,Electronic Components
PSN,Technology,Information Technology Services
HAS,Consumer Cyclical,Leisure
LSTR,Industrials,Integrated Freight & Logistics
OHI,Real Estate,REIT—Healthcare Facilities
FCN,Industrials,Consulting Services
RHP,Real Estate,REIT—Hotel & Motel
FLR,Industrials,Engineering & Construction
YMM,Technology,Software—Application
BRX,Real Estate,REIT—Retail
FMC,Basic Materials,Agricultural Inputs
CART,Consumer Cyclical,Internet Retail
NOV,Energy,Oil & Gas Equipment & Services
LEVI,Consumer Cyclical,Apparel Manufacturing
BERY,Consumer Cyclical,Packaging & Containers
DAR,Consumer Defensive,Packaged Foods
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AZEK,Industrials,Building Products & Equipment
WFRD,Energy,Oil & Gas Equipment & Services
SPSC,Technology,Software—Infrastructure
STAG,Real Estate,REIT—Industrial
MSA,Industrials,Security & Protection Services
RRC,Energy,Oil & Gas E&P
SAIC,Technology,Information Technology Services
GXO,Industrials,Integrated Freight & Logistics
HQY,Healthcare,Health Information Services
CBSH,Financial Services,Banks—Regional
NFE,Utilities,Utilities—Regulated Gas
CMA,Financial Services,Banks—Regional
ENSG,Healthcare,Medical Care Facilities
ITCI,Healthcare,Drug Manufacturers—Specialty & Generic
MAT,Consumer Cyclical,Leisure
CCCS,Technology,Software—Infrastructure
KGC,Basic Materials,Gold
WH,Consumer Cyclical,Lodging
HRB,Consumer Cyclical,Personal Services
SUM,Basic Materials,Building Materials
OGE,Utilities,Utilities—Regulated Electric
EVR,Financial Services,Capital Markets
GLBE,Consumer Cyclical,Internet Retail
CFR,Financial Services,Banks—Regional
QLYS,Technology,Software—Infrastructure
CAE,Industrials,Aerospace & Defense
MTDR,Energy,Oil & Gas E&P
GRFS,Healthcare,Drug Manufacturers—General
PPC,Consumer Defensive,Packaged Foods
AR,Energy,Oil & Gas E&P
PBF,Energy,Oil & Gas Refining & Marketing
FUTU,Financial Services,Capital Markets
CHRD,Energy,Oil & Gas E&P
WAL,Financial Services,Banks—Regional
UGP,Energy,Oil & Gas Refining & Marketing
POST,Consumer Defensive,Packaged Foods
G,Technology,Information Technology Services
EXEL,Healthcare,Biotechnology
BYD,Consumer Cyclical,Resorts & Casinos
AGNC,Real Estate,REIT—Mortgage
RLI,Financial Services,Insurance—Property & Casualty
BZ,Industrials,Staffing & Employment Services
FOUR,Technology,Software—Infrastructure
SMAR,Technology,Software—Application
FRSH,Technology,Software—Application
OLN,Basic Materials,Specialty Chemicals
PNFP,Financial Services,Banks—Regional
DDS,Consumer Cyclical,Department Stores
HLNE,Financial Services,Asset Management
WFG,Basic Materials,Lumber & Wood Production
HR,Real Estate,REIT—Healthcare Facilities
AN,Consumer Cyclical,Auto & Truck Dealerships
CMC,Basic Materials,Steel
CGNX,Technology,Scientific & Technical Instruments
FAF,Financial Services,Insurance—Specialty
THO,Consumer Cyclical,Recreational Vehicles
PLNT,Consumer Cyclical,Leisure
CLVT,Technology,Information Technology Services
AAON,Industrials,Building Products & Equipment
SSB,Financial Services,Banks—Regional
INSP,Healthcare,Medical Devices
STWD,Real Estate,REIT—Mortgage
CHH,Consumer Cyclical,Lodging
SUN,Energy,Oil & Gas Refining & Marketing
CROX,Consumer Cyclical,Footwear & Accessories
BPOP,Financial Services,Banks—Regional
NSIT,Technology,Electronics & Computer Distribution
CAR,Industrials,Rental & Leasing Services
NE,Energy,Oil & Gas Drilling
ZI,Technology,Software—Application
REYN,Consumer Cyclical,Packaging & Containers
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ICL,Basic Materials,Agricultural Inputs
MMYT,Consumer Cyclical,Travel Services
HXL,Industrials,Aerospace & Defense
LFUS,Technology,Electronic Components
VFC,Consumer Cyclical,Apparel Manufacturing
ARW,Technology,Electronics & Computer Distribution
SIGI,Financial Services,Insurance—Property & Casualty
CAVA,Consumer Cyclical,Restaurants
ELP,Utilities,Utilities—Diversified
ADC,Real Estate,REIT—Retail
BBIO,Healthcare,Biotechnology
MTSI,Technology,Semiconductors
MUR,Energy,Oil & Gas E&P
ZION,Financial Services,Banks—Regional
RMBS,Technology,Semiconductors
W,Consumer Cyclical,Internet Retail
FYBR,Communication Services,Telecom Services
GIL,Consumer Cyclical,Apparel Manufacturing
PB,Financial Services,Banks—Regional
TNET,Industrials,Staffing & Employment Services
TENB,Technology,Software—Infrastructure
CIVI,Energy,Oil & Gas E&P
TKR,Industrials,Tools & Accessories
RRR,Consumer Cyclical,Resorts & Casinos
BC,Consumer Cyclical,Recreational Vehicles
ALGM,Technology,Semiconductors
NOVT,Technology,Scientific & Technical Instruments
AM,Energy,Oil & Gas Midstream
FG,Financial Services,Insurance—Life
ZWS,Industrials,Pollution & Treatment Controls
IBP,Consumer Cyclical,Residential Construction
OBDC,Financial Services,Credit Services
BFAM,Consumer Cyclical,Personal Services
ADT,Industrials,Security & Protection Services
ESNT,Financial Services,Insurance—Specialty
TMHC,Consumer Cyclical,Residential Construction
CHX,Energy,Oil & Gas Equipment & Services
BRZE,Technology,Software—Application
NEU,Basic Materials,Specialty Chemicals
CIG,Utilities,Utilities—Diversified
MTH,Consumer Cyclical,Residential Construction
FSK,Financial Services,Asset Management
WTFC,Financial Services,Banks—Regional
VNT,Technology,Scientific & Technical Instruments
OPCH,Healthcare,Medical Care Facilities
CNXC,Technology,Information Technology Services
VNOM,Energy,Oil & Gas Midstream
MSM,Industrials,Industrial Distribution
MLI,Industrials,Metal Fabrication
SON,Consumer Cyclical,Packaging & Containers
ALSN,Consumer Cyclical,Auto Parts
TXG,Healthcare,Health Information Services
ESI,Basic Materials,Specialty Chemicals
MTZ,Industrials,Engineering & Construction
FTAI,Industrials,Rental & Leasing Services
FIVN,Technology,Software—Infrastructure
ENLC,Energy,Oil & Gas Midstream
FLS,Industrials,Specialty Industrial Machinery
OMF,Financial Services,Credit Services
NXST,Communication Services,Entertainment
ATKR,Industrials,Electrical Equipment & Parts
STNE,Technology,Software—Infrastructure
BECN,Industrials,Industrial Distribution
BCC,Basic Materials,Building Materials
CPRI,Consumer Cyclical,Luxury Goods
BOKF,Financial Services,Banks—Regional
MNSO,Consumer Cyclical,Specialty Retail
ESAB,Industrials,Metal Fabrication
MTG,Financial Services,Insurance—Specialty
VRNS,Technology,Software—Infrastructure
ANF,Consumer Cyclical,Apparel Retail
FCFS,Financial Services,Credit Services
R,Industrials,Rental & Leasing Services
LANC,Consumer Defensive,Packaged Foods
SNV,Financial Services,Banks - Regional
TRNO,Real Estate,REIT - Industrial
SIM,Basic Materials,Steel
DOOO,Consumer Cyclical,Recreational Vehicles
SSL,Basic Materials,Specialty Chemicals
ATI,Industrials,Metal Fabrication
DOCS,Healthcare,Health Information Services
JHG,Financial Services,Asset Management
IMVT,Healthcare,Biotechnology
EXLS,Technology,Information Technology Services
M,Consumer Cyclical,Department Stores
CDP,Real Estate,REIT - Office
DRS,Industrials,Aerospace & Defense
PII,Consumer Cyclical,Recreational Vehicles
SFM,Consumer Defensive,Grocery Stores
AMG,Financial Services,Asset Management
SEE,Consumer Cyclical,Packaging & Containers
CIGI,Real Estate,Real Estate Services
GTLS,Industrials,Specialty Industrial Machinery
DTM,Energy,Oil & Gas Midstream
PHI,Communication Services,Telecom Services
ST,Technology,Scientific & Technical Instruments
KEX,Industrials,Marine Shipping
VVV,Energy,Oil & Gas Refining & Marketing
AXS,Financial Services,Insurance - Specialty
CWST,Industrials,Waste Management
ALIT,Technology,Software - Application
WK,Technology,Software - Application
BRFS,Consumer Defensive,Packaged Foods
NUVL,Healthcare,Biotechnology
FRO,Energy,Oil & Gas Midstream
RITM,Real Estate,REIT - Mortgage
UGI,Utilities,Utilities - Regulated Gas
FLO,Consumer Defensive,Packaged Foods
BLCO,Healthcare,Medical Instruments & Supplies
VMI,Industrials,Conglomerates
RYN,Real Estate,REIT - Specialty
AA,Basic Materials,Aluminum
AGI,Basic Materials,Gold
CRUS,Technology,Semiconductors
VNO,Real Estate,REIT - Office
PWSC,Technology,Software - Application
RVMD,Healthcare,Biotechnology
SPXC,Industrials,Building Products & Equipment
FRHC,Financial Services,Capital Markets
LYFT,Technology,Software - Application
PAAS,Basic Materials,Gold
OZK,Financial Services,Banks - Regional
LPX,Industrials,Building Products & Equipment
DNB,Financial Services,Financial Data & Stock Exchanges
HOG,Consumer Cyclical,Recreational Vehicles
BEPC,Utilities,Utilities - Renewable
DLO,Technology,Software - Infrastructure
ASO,Consumer Cyclical,Specialty Retail
MMS,Industrials,Specialty Business Services
AMR,Basic Materials,Coking Coal
KD,Technology,Information Technology Services
FSS,Industrials,Pollution & Treatment Controls
AIRC,Real Estate,REIT - Residential
TKC,Communication Services,Telecom Services
TEO,Communication Services,Telecom Services
BIPC,Utilities,Utilities - Regulated Gas
AL,Industrials,Rental & Leasing Services
TDC,Technology,Software - Infrastructure
KRG,Real Estate,REIT - Retail
AUR,Technology,Information Technology Services
IPGP,Technology,Semiconductor Equipment & Materials
EEFT,Technology,Software - Infrastructure
HOMB,Financial Services,Banks - Regional
RH,Consumer Cyclical,Specialty Retail
IPAR,Consumer Defensive,Household & Personal Products
SLGN,Consumer Cyclical,Packaging & Containers
SID,Basic Materials,Steel
CWEN,Utilities,Utilities - Renewable
HALO,Healthcare,Biotechnology
CADE,Financial Services,Banks - Regional
COLM,Consumer Cyclical,Apparel Manufacturing
THG,Financial Services,Insurance - Property & Casualty
AGO,Financial Services,Insurance - Specialty
NTCO,Consumer Defensive,Household & Personal Products
UBSI,Financial Services,Banks - Regional
FNB,Financial Services,Banks - Regional
MDC,Consumer Cyclical,Residential Construction
ONB,Financial Services,Banks - Regional
MSGS,Communication Services,Entertainment
BCPC,Basic Materials,Specialty Chemicals
GKOS,Healthcare,Medical Devices
LNC,Financial Services,Insurance - Life
KBH,Consumer Cyclical,Residential Construction
ALK,Industrials,Airlines
BPMC,Healthcare,Biotechnology
CWAN,Technology,Software - Application
AWI,Industrials,Building Products & Equipment
HCP,Technology,Software - Infrastructure
ALTM,Basic Materials,Specialty Chemicals
HGV,Consumer Cyclical,Resorts & Casinos
ASH,Basic Materials,Specialty Chemicals
VAL,Energy,Oil & Gas Equipment & Services
MOG-A,Industrials,Aerospace & Defense
OLLI,Consumer Defensive,Discount Stores
BROS,Consumer Cyclical,Restaurants
IDA,Utilities,Utilities - Regulated Electric
QDEL,Healthcare,Medical Devices
MOG-B,Industrials,Aerospace & Defense
SKY,Consumer Cyclical,Residential Construction
PFSI,Financial Services,Mortgage Finance
NSA,Real Estate,REIT - Industrial
MMSI,Healthcare,Medical Instruments & Supplies
CC,Basic Materials,Specialty Chemicals
BNRE,Financial Services,Insurance - Reinsurance
FELE,Industrials,Specialty Industrial Machinery
PTEN,Energy,Oil & Gas Drilling
IAC,Communication Services,Internet Content & Information
ALKS,Healthcare,Drug Manufacturers - Specialty & Generic
ASGN,Technology,Information Technology Services
AXSM,Healthcare,Biotechnology
GGAL,Financial Services,Banks - Regional
SRCL,Industrials,Waste Management
GATX,Industrials,Rental & Leasing Services
BNRE-A,Financial Services,Insurance - Reinsurance
ETRN,Energy,Oil & Gas Midstream
PAGS,Technology,Software - Infrastructure
RCM,Healthcare,Health Information Services
FFIN,Financial Services,Banks - Regional
SIG,Consumer Cyclical,Luxury Goods
AEL,Financial Services,Insurance - Life
COOP,Financial Services,Mortgage Finance
SGRY,Healthcare,Medical Care Facilities
ESGR,Financial Services,Insurance - Diversified
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic
SQSP,Technology,Software - Infrastructure
ABG,Consumer Cyclical,Auto & Truck Dealerships
SHC,Healthcare,Diagnostics & Research
CPA,Industrials,Airlines
TEX,Industrials,Farm & Heavy Construction Machinery
RDN,Financial Services,Insurance - Specialty
CLS,Technology,Electronic Components
SLM,Financial Services,Credit Services
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic
SEDG,Technology,Solar
WU,Financial Services,Credit Services
ACLS,Technology,Semiconductor Equipment & Materials
GME,Consumer Cyclical,Specialty Retail
BLKB,Technology,Software - Application
NVMI,Technology,Semiconductor Equipment & Materials
SLAB,Technology,Semiconductors
CBT,Basic Materials,Specialty Chemicals
SAM,Consumer Defensive,Beverages - Brewers
FRPT,Consumer Defensive,Packaged Foods
POWI,Technology,Semiconductors
SNDR,Industrials,Trucking
ACT,Financial Services,Insurance - Specialty
SM,Energy,Oil & Gas E&P
HRI,Industrials,Rental & Leasing Services
SYNA,Technology,Semiconductors
NSP,Industrials,Staffing & Employment Services
NFG,Energy,Oil & Gas Integrated
BMI,Technology,Scientific & Technical Instruments
MGY,Energy,Oil & Gas E&P
GOLF,Consumer Cyclical,Leisure
IRDM,Communication Services,Telecom Services
NVST,Healthcare,Medical Instruments & Supplies
ALVO,Healthcare,Drug Manufacturers - Specialty & Generic
HUN,Basic Materials,Chemicals
PECO,Real Estate,REIT - Retail
DXC,Technology,Information Technology Services
INSM,Healthcare,Biotechnology
OGN,Healthcare,Drug Manufacturers - General
FUL,Basic Materials,Specialty Chemicals
SWX,Utilities,Utilities - Regulated Gas
ACAD,Healthcare,Biotechnology
WTM,Financial Services,Insurance - Property & Casualty
LPL,Technology,Consumer Electronics
AEO,Consumer Cyclical,Apparel Retail
NXE,Energy,Uranium
PEGA,Technology,Software - Application
CVLT,Technology,Software - Application
GBCI,Financial Services,Banks - Regional
KRC,Real Estate,REIT - Office
MATX,Industrials,Marine Shipping
VLY,Financial Services,Banks - Regional
RIG,Energy,Oil & Gas Drilling
BILI,Communication Services,Electronic Gaming & Multimedia
JXN,Financial Services,Insurance - Life
MC,Financial Services,Capital Markets
AQN,Utilities,Utilities - Renewable
LITE,Technology,Communication Equipment
POR,Utilities,Utilities - Regulated Electric
ASAN,Technology,Software - Application
MDU,Industrials,Conglomerates
ENS,Industrials,Electrical Equipment & Parts
AVT,Technology,Electronics & Computer Distribution
CRVL,Financial Services,Insurance Brokers
ACA,Industrials,Engineering & Construction
DAVA,Technology,Software - Infrastructure
NJR,Utilities,Utilities - Regulated Gas
JOBY,Industrials,Airports & Air Services
LOPE,Consumer Defensive,Education & Training Services
OTTR,Utilities,Utilities - Diversified
ORA,Utilities,Utilities - Renewable
GT,Consumer Cyclical,Auto Parts
HAE,Healthcare,Medical Instruments & Supplies
AAP,Consumer Cyclical,Specialty Retail
CPG,Energy,Oil & Gas E&P
MARA,Financial Services,Capital Markets
EXPO,Industrials,Engineering & Construction
BOX,Technology,Software - Infrastructure
WEN,Consumer Cyclical,Restaurants
HMY,Basic Materials,Gold
ARWR,Healthcare,Biotechnology
HHH,Real Estate,Real Estate - Diversified
UMBF,Financial Services,Banks - Regional
HP,Energy,Oil & Gas Drilling
VERX,Technology,Software - Application
ENIC,Utilities,Utilities - Regulated Electric
BHVN,Healthcare,Biotechnology
COLB,Financial Services,Banks - Regional
EPRT,Real Estate,REIT - Diversified
PGNY,Healthcare,Health Information Services
FROG,Technology,Software - Application
URBN,Consumer Cyclical,Apparel Retail
FOLD,Healthcare,Biotechnology
KNF,Basic Materials,Building Materials
YETI,Consumer Cyclical,Leisure
PAM,Utilities,Utilities - Independent Power Producers
PSNY,Consumer Cyclical,Auto Manufacturers
ASAI,Consumer Defensive,Grocery Stores
MLCO,Consumer Cyclical,Resorts & Casinos
RUSHB,Consumer Cyclical,Auto & Truck Dealerships
STEP,Financial Services,Asset Management
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic
MAIN,Financial Services,Asset Management
FLNC,Utilities,Utilities - Renewable
MLTX,Healthcare,Biotechnology
RUSHA,Consumer Cyclical,Auto & Truck Dealerships
MDGL,Healthcare,Biotechnology
AEIS,Industrials,Electrical Equipment & Parts
RYZB,Healthcare,Biotechnology
IMCR,Healthcare,Biotechnology
MAC,Real Estate,REIT - Retail
GPI,Consumer Cyclical,Auto & Truck Dealerships
AB,Financial Services,Asset Management
BL,Technology,Software - Application
RARE,Healthcare,Biotechnology
KMPR,Financial Services,Insurance - Property & Casualty
VRRM,Industrials,Infrastructure Operations
HWC,Financial Services,Banks - Regional
STNG,Energy,Oil & Gas Midstream
IRTC,Healthcare,Medical Devices
CCOI,Communication Services,Telecom Services
SATS,Technology,Communication Equipment
AZTA,Healthcare,Medical Instruments & Supplies
APLE,Real Estate,REIT - Hotel & Motel
TFSL,Financial Services,Banks - Regional
CRC,Energy,Oil & Gas E&P
OMAB,Industrials,Airports & Air Services
WIRE,Industrials,Electrical Equipment & Parts
SMPL,Consumer Defensive,Packaged Foods
NVEI,Technology,Software - Infrastructure
BGC,Financial Services,Capital Markets
EURN,Energy,Oil & Gas Midstream
WDFC,Basic Materials,Specialty Chemicals
BCO,Industrials,Security & Protection Services
MOD,Consumer Cyclical,Auto Parts
QS,Consumer Cyclical,Auto Parts
INST,Technology,Software - Application
USM,Communication Services,Telecom Services
MAN,Industrials,Staffing & Employment Services
PCH,Real Estate,REIT - Specialty
RPD,Technology,Software - Infrastructure
GFF,Industrials,Conglomerates
CAMT,Technology,Semiconductor Equipment & Materials
AVAV,Industrials,Aerospace & Defense
CSWI,Industrials,Specialty Industrial Machinery
PYCR,Technology,Software - Application
GTES,Industrials,Specialty Industrial Machinery
NCNO,Technology,Software - Application
BVN,Basic Materials,Other Precious Metals & Mining
NEOG,Healthcare,Diagnostics & Research
EVH,Healthcare,Health Information Services
ITGR,Healthcare,Medical Devices
BTG,Basic Materials,Gold
MANU,Communication Services,Entertainment
KAI,Industrials,Specialty Industrial Machinery
SEB,Industrials,Conglomerates
GMS,Industrials,Building Products & Equipment
XENE,Healthcare,Biotechnology
KWR,Basic Materials,Specialty Chemicals
CVI,Energy,Oil & Gas Refining & Marketing
LAZ,Financial Services,Capital Markets
AYX,Technology,Software - Application
CXM,Technology,Software - Application
ATS,Industrials,Specialty Industrial Machinery
SPT,Technology,Software - Application
AXNX,Healthcare,Medical Devices
TDW,Energy,Oil & Gas Equipment & Services
DY,Industrials,Engineering & Construction
CNS,Financial Services,Asset Management
APAM,Financial Services,Asset Management
DBRG,Real Estate,Real Estate Services
AMTD,Financial Services,Asset Management
LLYVK,Communication Services,Entertainment
BTU,Energy,Thermal Coal
ARCB,Industrials,Trucking
BKH,Utilities,Utilities - Regulated Gas
WHD,Energy,Oil & Gas Equipment & Services
TPH,Consumer Cyclical,Residential Construction
ITRI,Technology,Scientific & Technical Instruments
LLYVA,Communication Services,Entertainment
MHO,Consumer Cyclical,Residential Construction
CRDO,Technology,Communication Equipment
BHF,Financial Services,Insurance - Life
PENN,Consumer Cyclical,Resorts & Casinos
BSM,Energy,Oil & Gas E&P
ALE,Utilities,Utilities - Diversified
TGS,Energy,Oil & Gas Integrated
RUN,Technology,Solar
WOLF,Technology,Semiconductors
CUZ,Real Estate,REIT - Office
TDOC,Healthcare,Health Information Services
KTB,Consumer Cyclical,Apparel Manufacturing
CXT,Industrials,Specialty Industrial Machinery
SEM,Healthcare,Medical Care Facilities
RELY,Technology,Software - Infrastructure
UA,Consumer Cyclical,Apparel Manufacturing
IRT,Real Estate,REIT - Residential
UAA,Consumer Cyclical,Apparel Manufacturing
SPR,Industrials,Aerospace & Defense
NWL,Consumer Defensive,Household & Personal Products
AVNT,Basic Materials,Specialty Chemicals
NNI,Financial Services,Credit Services
STR,Energy,Oil & Gas E&P
ENOV,Industrials,Specialty Industrial Machinery
SMG,Basic Materials,Agricultural Inputs
VC,Consumer Cyclical,Auto Parts
IBOC,Financial Services,Banks - Regional
NARI,Healthcare,Medical Devices
LBRT,Energy,Oil & Gas Equipment & Services
CBZ,Industrials,Specialty Business Services
EPR,Real Estate,REIT - Specialty
OGS,Utilities,Utilities - Regulated Gas
SWTX,Healthcare,Biotechnology
NOG,Energy,Oil & Gas E&P
NPO,Industrials,Specialty Industrial Machinery
ABCB,Financial Services,Banks - Regional
SFBS,Financial Services,Banks - Regional
SHAK,Consumer Cyclical,Restaurants
SANM,Technology,Electronic Components
ZGN,Consumer Cyclical,Apparel Manufacturing
IDYA,Healthcare,Biotechnology
ERJ,Industrials,Aerospace & Defense
IART,Healthcare,Medical Devices
JBT,Industrials,Specialty Industrial Machinery
CNX,Energy,Oil & Gas E&P
BXMT,Real Estate,REIT - Mortgage
SDRL,Energy,Oil & Gas Drilling
PIPR,Financial Services,Capital Markets
SR,Utilities,Utilities - Regulated Gas
NYCB,Financial Services,Banks - Regional
TSEM,Technology,Semiconductors
PNM,Utilities,Utilities - Regulated Electric
GHC,Consumer Defensive,Education & Training Services
PK,Real Estate,REIT - Hotel & Motel
JOE,Real Estate,Real Estate - Diversified
VTMX,Real Estate,Real Estate - Development
ACIW,Technology,Software - Infrastructure
ALRM,Technology,Software - Application
UCBI,Financial Services,Banks - Regional
